location,Year,Month,Value Column Name,Value,Last Updated,Source,ir_comments
"Hungary","2020","July","new_cases","350","","Native",""
"Hungary","2020","July","new_deaths","11","","Native",""
"Hungary","2020","July","% death","0.03142857142857143","","Visual Measure",""
"Hungary","2020","August","new_cases","1634","","Native",""
"Hungary","2020","August","new_deaths","19","","Native",""
"Hungary","2020","August","% death","0.011627906976744186","","Visual Measure",""
"Hungary","2020","September","new_cases","20322","","Native",""
"Hungary","2020","September","new_deaths","150","","Native",""
"Hungary","2020","September","% death","0.007381163271331562","","Visual Measure",""
"Hungary","2020","October","new_cases","48860","","Native",""
"Hungary","2020","October","new_deaths","985","","Native",""
"Hungary","2020","October","% death","0.020159639787146952","","Visual Measure",""
"Hungary","2020","November","new_cases","141801","","Native",""
"Hungary","2020","November","new_deaths","3073","","Native",""
"Hungary","2020","November","% death","0.021671215294673522","","Visual Measure",""
"Hungary","2020","December","new_cases","105392","","Native",""
"Hungary","2020","December","new_deaths","4714","","Native",""
"Hungary","2020","December","% death","0.044728252618794595","","Visual Measure",""
"Hungary","2021","January","new_cases","45072","","Native",""
"Hungary","2021","January","new_deaths","2987","","Native",""
"Hungary","2021","January","% death","0.06627174298899538","","Visual Measure",""
"Hungary","2021","February","new_cases","61013","","Native",""
"Hungary","2021","February","new_deaths","2450","","Native",""
"Hungary","2021","February","% death","0.04015537672299346","","Visual Measure",""
"Hungary","2021","March","new_cases","223834","","Native",""
"Hungary","2021","March","new_deaths","5763","","Native",""
"Hungary","2021","March","% death","0.025746758758722982","","Visual Measure",""
"Hungary","2021","April","new_cases","104927","","Native",""
"Hungary","2021","April","new_deaths","5050","","Native",""
"Hungary","2021","April","% death","0.04812869900025732","","Visual Measure",""
"Bangladesh","2020","January","new_cases",,"","Native",""
"Bangladesh","2020","January","new_deaths",,"","Native",""
"Bangladesh","2020","January","% death","","","Visual Measure",""
"Bangladesh","2020","February","new_cases",,"","Native",""
"Bangladesh","2020","February","new_deaths",,"","Native",""
"Bangladesh","2020","February","% death","","","Visual Measure",""
"Bangladesh","2020","March","new_cases","51","","Native",""
"Bangladesh","2020","March","new_deaths","5","","Native",""
"Bangladesh","2020","March","% death","0.09803921568627451","","Visual Measure",""
"Bangladesh","2020","April","new_cases","7616","","Native",""
"Bangladesh","2020","April","new_deaths","163","","Native",""
"Bangladesh","2020","April","% death","0.021402310924369748","","Visual Measure",""
"Bangladesh","2020","May","new_cases","39486","","Native",""
"Bangladesh","2020","May","new_deaths","482","","Native",""
"Bangladesh","2020","May","% death","0.012206858126931064","","Visual Measure",""
"Bangladesh","2020","June","new_cases","98330","","Native",""
"Bangladesh","2020","June","new_deaths","1197","","Native",""
"Bangladesh","2020","June","% death","0.01217329400996644","","Visual Measure",""
"Bangladesh","2020","July","new_cases","92178","","Native",""
"Bangladesh","2020","July","new_deaths","1264","","Native",""
"Bangladesh","2020","July","% death","0.013712599535680966","","Visual Measure",""
"Bangladesh","2020","August","new_cases","75335","","Native",""
"Bangladesh","2020","August","new_deaths","1170","","Native",""
"Bangladesh","2020","August","% death","0.015530629853321829","","Visual Measure",""
"Bangladesh","2020","September","new_cases","50483","","Native",""
"Bangladesh","2020","September","new_deaths","970","","Native",""
"Bangladesh","2020","September","% death","0.019214389002238378","","Visual Measure",""
"Bangladesh","2020","October","new_cases","44205","","Native",""
"Bangladesh","2020","October","new_deaths","672","","Native",""
"Bangladesh","2020","October","% death","0.015201900237529691","","Visual Measure",""
"Bangladesh","2020","November","new_cases","57248","","Native",""
"Bangladesh","2020","November","new_deaths","721","","Native",""
"Bangladesh","2020","November","% death","0.012594326439351593","","Visual Measure",""
"Bangladesh","2020","December","new_cases","48578","","Native",""
"Bangladesh","2020","December","new_deaths","915","","Native",""
"Bangladesh","2020","December","% death","0.0188356869364733","","Visual Measure",""
"Bangladesh","2021","January","new_cases","21629","","Native",""
"Bangladesh","2021","January","new_deaths","568","","Native",""
"Bangladesh","2021","January","% death","0.026261038420638958","","Visual Measure",""
"Bangladesh","2021","February","new_cases","11077","","Native",""
"Bangladesh","2021","February","new_deaths","281","","Native",""
"Bangladesh","2021","February","% death","0.02536787938972646","","Visual Measure",""
"Bangladesh","2021","March","new_cases","65079","","Native",""
"Bangladesh","2021","March","new_deaths","638","","Native",""
"Bangladesh","2021","March","% death","0.009803469629219871","","Visual Measure",""
"Bangladesh","2021","April","new_cases","120765","","Native",""
"Bangladesh","2021","April","new_deaths","1637","","Native",""
"Bangladesh","2021","April","% death","0.013555251935577361","","Visual Measure",""
"Jordan","2020","January","new_cases",,"","Native",""
"Jordan","2020","January","new_deaths",,"","Native",""
"Jordan","2020","January","% death","","","Visual Measure",""
"Jordan","2020","February","new_cases",,"","Native",""
"Jordan","2020","February","new_deaths",,"","Native",""
"Jordan","2020","February","% death","","","Visual Measure",""
"Jordan","2020","March","new_cases","274","","Native",""
"Jordan","2020","March","new_deaths","5","","Native",""
"Jordan","2020","March","% death","0.01824817518248175","","Visual Measure",""
"Jordan","2020","April","new_cases","179","","Native",""
"Jordan","2020","April","new_deaths","3","","Native",""
"Jordan","2020","April","% death","0.01675977653631285","","Visual Measure",""
"Jordan","2020","May","new_cases","286","","Native",""
"Jordan","2020","May","new_deaths","1","","Native",""
"Jordan","2020","May","% death","0.0034965034965034965","","Visual Measure",""
"Jordan","2020","June","new_cases","393","","Native",""
"Jordan","2020","June","new_deaths","0","","Native",""
"Jordan","2020","June","% death","0","","Visual Measure",""
"Jordan","2020","July","new_cases","61","","Native",""
"Jordan","2020","July","new_deaths","2","","Native",""
"Jordan","2020","July","% death","0.03278688524590164","","Visual Measure",""
"Jordan","2020","August","new_cases","841","","Native",""
"Jordan","2020","August","new_deaths","4","","Native",""
"Jordan","2020","August","% death","0.0047562425683709865","","Visual Measure",""
"Jordan","2020","September","new_cases","9791","","Native",""
"Jordan","2020","September","new_deaths","46","","Native",""
"Jordan","2020","September","% death","0.004698192217342458","","Visual Measure",""
"Jordan","2020","October","new_cases","60782","","Native",""
"Jordan","2020","October","new_deaths","768","","Native",""
"Jordan","2020","October","% death","0.01263531966700668","","Visual Measure",""
"Jordan","2020","November","new_cases","146823","","Native",""
"Jordan","2020","November","new_deaths","1922","","Native",""
"Jordan","2020","November","% death","0.013090592073448983","","Visual Measure",""
"Jordan","2020","December","new_cases","75064","","Native",""
"Jordan","2020","December","new_deaths","1083","","Native",""
"Jordan","2020","December","% death","0.014427688372588725","","Visual Measure",""
"Jordan","2021","January","new_cases","32361","","Native",""
"Jordan","2021","January","new_deaths","482","","Native",""
"Jordan","2021","January","% death","0.014894471740675505","","Visual Measure",""
"Jordan","2021","February","new_cases","64235","","Native",""
"Jordan","2021","February","new_deaths","385","","Native",""
"Jordan","2021","February","% death","0.005993617186891881","","Visual Measure",""
"Jordan","2021","March","new_cases","220487","","Native",""
"Jordan","2021","March","new_deaths","2157","","Native",""
"Jordan","2021","March","% death","0.009782889694176981","","Visual Measure",""
"Jordan","2021","April","new_cases","83813","","Native",""
"Jordan","2021","April","new_deaths","1571","","Native",""
"Jordan","2021","April","% death","0.01874410890911911","","Visual Measure",""
"Serbia","2020","January","new_cases",,"","Native",""
"Serbia","2020","January","new_deaths",,"","Native",""
"Serbia","2020","January","% death","","","Visual Measure",""
"Serbia","2020","February","new_cases",,"","Native",""
"Serbia","2020","February","new_deaths",,"","Native",""
"Serbia","2020","February","% death","","","Visual Measure",""
"Serbia","2020","March","new_cases","900","","Native",""
"Serbia","2020","March","new_deaths","16","","Native",""
"Serbia","2020","March","% death","0.017777777777777778","","Visual Measure",""
"Serbia","2020","April","new_cases","8109","","Native",""
"Serbia","2020","April","new_deaths","163","","Native",""
"Serbia","2020","April","% death","0.020101122209890247","","Visual Measure",""
"Serbia","2020","May","new_cases","2403","","Native",""
"Serbia","2020","May","new_deaths","64","","Native",""
"Serbia","2020","May","% death","0.02663337494798169","","Visual Measure",""
"Serbia","2020","June","new_cases","3152","","Native",""
"Serbia","2020","June","new_deaths","34","","Native",""
"Serbia","2020","June","% death","0.010786802030456852","","Visual Measure",""
"Serbia","2020","July","new_cases","10988","","Native",""
"Serbia","2020","July","new_deaths","296","","Native",""
"Serbia","2020","July","% death","0.02693847834000728","","Visual Measure",""
"Serbia","2020","August","new_cases","5854","","Native",""
"Serbia","2020","August","new_deaths","140","","Native",""
"Serbia","2020","August","% death","0.023915271609156134","","Visual Measure",""
"Serbia","2020","September","new_cases","2145","","Native",""
"Serbia","2020","September","new_deaths","36","","Native",""
"Serbia","2020","September","% death","0.016783216783216783","","Visual Measure",""
"Serbia","2020","October","new_cases","13403","","Native",""
"Serbia","2020","October","new_deaths","71","","Native",""
"Serbia","2020","October","% death","0.005297321495187644","","Visual Measure",""
"Serbia","2020","November","new_cases","128484","","Native",""
"Serbia","2020","November","new_deaths","784","","Native",""
"Serbia","2020","November","% death","0.006101927088197752","","Visual Measure",""
"Serbia","2020","December","new_cases","162485","","Native",""
"Serbia","2020","December","new_deaths","1607","","Native",""
"Serbia","2020","December","% death","0.009890143705572823","","Visual Measure",""
"Serbia","2021","January","new_cases","57340","","Native",""
"Serbia","2021","January","new_deaths","809","","Native",""
"Serbia","2021","January","% death","0.014108824555284269","","Visual Measure",""
"Serbia","2021","February","new_cases","63996","","Native",""
"Serbia","2021","February","new_deaths","423","","Native",""
"Serbia","2021","February","% death","0.006609788111756985","","Visual Measure",""
"Serbia","2021","March","new_cases","141337","","Native",""
"Serbia","2021","March","new_deaths","865","","Native",""
"Serbia","2021","March","% death","0.006120124242059758","","Visual Measure",""
"Serbia","2021","April","new_cases","70205","","Native",""
"Serbia","2021","April","new_deaths","787","","Native",""
"Serbia","2021","April","% death","0.011210027775799445","","Visual Measure",""
"Switzerland","2020","January","new_cases",,"","Native",""
"Switzerland","2020","January","new_deaths",,"","Native",""
"Switzerland","2020","January","% death","","","Visual Measure",""
"Switzerland","2020","February","new_cases","18","","Native",""
"Switzerland","2020","February","new_deaths",,"","Native",""
"Switzerland","2020","February","% death","0","","Visual Measure",""
"Switzerland","2020","March","new_cases","16587","","Native",""
"Switzerland","2020","March","new_deaths","433","","Native",""
"Switzerland","2020","March","% death","0.02610478085247483","","Visual Measure",""
"Switzerland","2020","April","new_cases","12981","","Native",""
"Switzerland","2020","April","new_deaths","1304","","Native",""
"Switzerland","2020","April","% death","0.10045451043833295","","Visual Measure",""
"Switzerland","2020","May","new_cases","1276","","Native",""
"Switzerland","2020","May","new_deaths","183","","Native",""
"Switzerland","2020","May","% death","0.14341692789968652","","Visual Measure",""
"Switzerland","2020","June","new_cases","852","","Native",""
"Switzerland","2020","June","new_deaths","43","","Native",""
"Switzerland","2020","June","% death","0.05046948356807512","","Visual Measure",""
"Switzerland","2020","July","new_cases","3518","","Native",""
"Switzerland","2020","July","new_deaths","18","","Native",""
"Switzerland","2020","July","% death","0.00511654349061967","","Visual Measure",""
"Switzerland","2020","August","new_cases","6945","","Native",""
"Switzerland","2020","August","new_deaths","25","","Native",""
"Switzerland","2020","August","% death","0.003599712023038157","","Visual Measure",""
"Switzerland","2020","September","new_cases","11105","","Native",""
"Switzerland","2020","September","new_deaths","68","","Native",""
"Switzerland","2020","September","% death","0.006123367852318776","","Visual Measure",""
"Switzerland","2020","October","new_cases","100969","","Native",""
"Switzerland","2020","October","new_deaths","223","","Native",""
"Switzerland","2020","October","% death","0.002208598678802405","","Visual Measure",""
"Switzerland","2020","November","new_cases","172821","","Native",""
"Switzerland","2020","November","new_deaths","2518","","Native",""
"Switzerland","2020","November","% death","0.014569988600922342","","Visual Measure",""
"Switzerland","2020","December","new_cases","125224","","Native",""
"Switzerland","2020","December","new_deaths","2830","","Native",""
"Switzerland","2020","December","% death","0.022599501692966206","","Visual Measure",""
"Switzerland","2021","January","new_cases","69024","","Native",""
"Switzerland","2021","January","new_deaths","1736","","Native",""
"Switzerland","2021","January","% death","0.025150672229949003","","Visual Measure",""
"Switzerland","2021","February","new_cases","33612","","Native",""
"Switzerland","2021","February","new_deaths","585","","Native",""
"Switzerland","2021","February","% death","0.017404498393430917","","Visual Measure",""
"Switzerland","2021","March","new_cases","46192","","Native",""
"Switzerland","2021","March","new_deaths","371","","Native",""
"Switzerland","2021","March","% death","0.008031693799792171","","Visual Measure",""
"Switzerland","2021","April","new_cases","41007","","Native",""
"Switzerland","2021","April","new_deaths","209","","Native",""
"Switzerland","2021","April","% death","0.005096690808886288","","Visual Measure",""
"Austria","2020","January","new_cases",,"","Native",""
"Austria","2020","January","new_deaths",,"","Native",""
"Austria","2020","January","% death","","","Visual Measure",""
"Austria","2020","February","new_cases","9","","Native",""
"Austria","2020","February","new_deaths",,"","Native",""
"Austria","2020","February","% death","0","","Visual Measure",""
"Austria","2020","March","new_cases","10171","","Native",""
"Austria","2020","March","new_deaths","128","","Native",""
"Austria","2020","March","% death","0.012584799921345001","","Visual Measure",""
"Austria","2020","April","new_cases","5272","","Native",""
"Austria","2020","April","new_deaths","456","","Native",""
"Austria","2020","April","% death","0.08649468892261002","","Visual Measure",""
"Austria","2020","May","new_cases","1279","","Native",""
"Austria","2020","May","new_deaths","84","","Native",""
"Austria","2020","May","% death","0.0656763096168882","","Visual Measure",""
"Austria","2020","June","new_cases","1035","","Native",""
"Austria","2020","June","new_deaths","37","","Native",""
"Austria","2020","June","% death","0.035748792270531404","","Visual Measure",""
"Austria","2020","July","new_cases","3364","","Native",""
"Austria","2020","July","new_deaths","13","","Native",""
"Austria","2020","July","% death","0.0038644470868014267","","Visual Measure",""
"Austria","2020","August","new_cases","6308","","Native",""
"Austria","2020","August","new_deaths","15","","Native",""
"Austria","2020","August","% death","0.0023779327837666455","","Visual Measure",""
"Austria","2020","September","new_cases","17375","","Native",""
"Austria","2020","September","new_deaths","66","","Native",""
"Austria","2020","September","% death","0.003798561151079137","","Visual Measure",""
"Austria","2020","October","new_cases","60112","","Native",""
"Austria","2020","October","new_deaths","310","","Native",""
"Austria","2020","October","% death","0.005157040191642268","","Visual Measure",""
"Austria","2020","November","new_cases","177531","","Native",""
"Austria","2020","November","new_deaths","2075","","Native",""
"Austria","2020","November","% death","0.011688099543178374","","Visual Measure",""
"Austria","2020","December","new_cases","78359","","Native",""
"Austria","2020","December","new_deaths","3038","","Native",""
"Austria","2020","December","% death","0.03877027527150678","","Visual Measure",""
"Austria","2021","January","new_cases","53583","","Native",""
"Austria","2021","January","new_deaths","1499","","Native",""
"Austria","2021","January","% death","0.027975290670548495","","Visual Measure",""
"Austria","2021","February","new_cases","45042","","Native",""
"Austria","2021","February","new_deaths","840","","Native",""
"Austria","2021","February","% death","0.018649260690022644","","Visual Measure",""
"Austria","2021","March","new_cases","86789","","Native",""
"Austria","2021","March","new_deaths","778","","Native",""
"Austria","2021","March","% death","0.008964269665510605","","Visual Measure",""
"Austria","2021","April","new_cases","53860","","Native",""
"Austria","2021","April","new_deaths","658","","Native",""
"Austria","2021","April","% death","0.012216858522094318","","Visual Measure",""
"Japan","2020","January","new_cases","13","","Native",""
"Japan","2020","January","new_deaths",,"","Native",""
"Japan","2020","January","% death","0","","Visual Measure",""
"Japan","2020","February","new_cases","230","","Native",""
"Japan","2020","February","new_deaths","6","","Native",""
"Japan","2020","February","% death","0.02608695652173913","","Visual Measure",""
"Japan","2020","March","new_cases","2010","","Native",""
"Japan","2020","March","new_deaths","61","","Native",""
"Japan","2020","March","% death","0.03034825870646766","","Visual Measure",""
"Japan","2020","April","new_cases","12029","","Native",""
"Japan","2020","April","new_deaths","414","","Native",""
"Japan","2020","April","% death","0.03441682600382409","","Visual Measure",""
"Japan","2020","May","new_cases","2467","","Native",""
"Japan","2020","May","new_deaths","417","","Native",""
"Japan","2020","May","% death","0.1690312119983786","","Visual Measure",""
"Japan","2020","June","new_cases","1864","","Native",""
"Japan","2020","June","new_deaths","74","","Native",""
"Japan","2020","June","% death","0.03969957081545064","","Visual Measure",""
"Japan","2020","July","new_cases","17619","","Native",""
"Japan","2020","July","new_deaths","36","","Native",""
"Japan","2020","July","% death","0.002043248765537204","","Visual Measure",""
"Japan","2020","August","new_cases","32162","","Native",""
"Japan","2020","August","new_deaths","290","","Native",""
"Japan","2020","August","% death","0.00901685218580934","","Visual Measure",""
"Japan","2020","September","new_cases","15195","","Native",""
"Japan","2020","September","new_deaths","277","","Native",""
"Japan","2020","September","% death","0.018229680816057914","","Visual Measure",""
"Japan","2020","October","new_cases","17736","","Native",""
"Japan","2020","October","new_deaths","194","","Native",""
"Japan","2020","October","% death","0.010938204781235904","","Visual Measure",""
"Japan","2020","November","new_cases","47635","","Native",""
"Japan","2020","November","new_deaths","307","","Native",""
"Japan","2020","November","% death","0.006444840978272279","","Visual Measure",""
"Japan","2020","December","new_cases","86849","","Native",""
"Japan","2020","December","new_deaths","1216","","Native",""
"Japan","2020","December","% death","0.014001312623058412","","Visual Measure",""
"Japan","2021","January","new_cases","154355","","Native",""
"Japan","2021","January","new_deaths","2461","","Native",""
"Japan","2021","January","% death","0.01594376599397493","","Visual Measure",""
"Japan","2021","February","new_cases","41924","","Native",""
"Japan","2021","February","new_deaths","2136","","Native",""
"Japan","2021","February","% death","0.050949336895334416","","Visual Measure",""
"Japan","2021","March","new_cases","42551","","Native",""
"Japan","2021","March","new_deaths","1266","","Native",""
"Japan","2021","March","% death","0.029752532255411152","","Visual Measure",""
"Japan","2021","April","new_cases","73195","","Native",""
"Japan","2021","April","new_deaths","582","","Native",""
"Japan","2021","April","% death","0.007951362798005328","","Visual Measure",""
"Lebanon","2020","January","new_cases",,"","Native",""
"Lebanon","2020","January","new_deaths",,"","Native",""
"Lebanon","2020","January","% death","","","Visual Measure",""
"Lebanon","2020","February","new_cases","4","","Native",""
"Lebanon","2020","February","new_deaths",,"","Native",""
"Lebanon","2020","February","% death","0","","Visual Measure",""
"Lebanon","2020","March","new_cases","466","","Native",""
"Lebanon","2020","March","new_deaths","12","","Native",""
"Lebanon","2020","March","% death","0.02575107296137339","","Visual Measure",""
"Lebanon","2020","April","new_cases","255","","Native",""
"Lebanon","2020","April","new_deaths","12","","Native",""
"Lebanon","2020","April","% death","0.047058823529411764","","Visual Measure",""
"Lebanon","2020","May","new_cases","495","","Native",""
"Lebanon","2020","May","new_deaths","3","","Native",""
"Lebanon","2020","May","% death","0.006060606060606061","","Visual Measure",""
"Lebanon","2020","June","new_cases","558","","Native",""
"Lebanon","2020","June","new_deaths","7","","Native",""
"Lebanon","2020","June","% death","0.012544802867383513","","Visual Measure",""
"Lebanon","2020","July","new_cases","2777","","Native",""
"Lebanon","2020","July","new_deaths","27","","Native",""
"Lebanon","2020","July","% death","0.009722722362261434","","Visual Measure",""
"Lebanon","2020","August","new_cases","12753","","Native",""
"Lebanon","2020","August","new_deaths","106","","Native",""
"Lebanon","2020","August","% death","0.008311769779659688","","Visual Measure",""
"Lebanon","2020","September","new_cases","22326","","Native",""
"Lebanon","2020","September","new_deaths","200","","Native",""
"Lebanon","2020","September","% death","0.008958165367732689","","Visual Measure",""
"Lebanon","2020","October","new_cases","41594","","Native",""
"Lebanon","2020","October","new_deaths","270","","Native",""
"Lebanon","2020","October","% death","0.006491320863586094","","Visual Measure",""
"Lebanon","2020","November","new_cases","46716","","Native",""
"Lebanon","2020","November","new_deaths","381","","Native",""
"Lebanon","2020","November","% death","0.008155664012329823","","Visual Measure",""
"Lebanon","2020","December","new_cases","53559","","Native",""
"Lebanon","2020","December","new_deaths","450","","Native",""
"Lebanon","2020","December","% death","0.008401949252226516","","Visual Measure",""
"Lebanon","2021","January","new_cases","119549","","Native",""
"Lebanon","2021","January","new_deaths","1614","","Native",""
"Lebanon","2021","January","% death","0.01350074028222737","","Visual Measure",""
"Lebanon","2021","February","new_cases","73998","","Native",""
"Lebanon","2021","February","new_deaths","1610","","Native",""
"Lebanon","2021","February","% death","0.021757344793102516","","Visual Measure",""
"Lebanon","2021","March","new_cases","93350","","Native",""
"Lebanon","2021","March","new_deaths","1542","","Native",""
"Lebanon","2021","March","% death","0.01651847884306374","","Visual Measure",""
"Lebanon","2021","April","new_cases","46688","","Native",""
"Lebanon","2021","April","new_deaths","793","","Native",""
"Lebanon","2021","April","% death","0.016985092529129543","","Visual Measure",""
"Morocco","2020","January","new_cases",,"","Native",""
"Morocco","2020","January","new_deaths",,"","Native",""
"Morocco","2020","January","% death","","","Visual Measure",""
"Morocco","2020","February","new_cases",,"","Native",""
"Morocco","2020","February","new_deaths",,"","Native",""
"Morocco","2020","February","% death","","","Visual Measure",""
"Morocco","2020","March","new_cases","617","","Native",""
"Morocco","2020","March","new_deaths","36","","Native",""
"Morocco","2020","March","% death","0.05834683954619125","","Visual Measure",""
"Morocco","2020","April","new_cases","3806","","Native",""
"Morocco","2020","April","new_deaths","134","","Native",""
"Morocco","2020","April","% death","0.03520756699947451","","Visual Measure",""
"Morocco","2020","May","new_cases","3384","","Native",""
"Morocco","2020","May","new_deaths","35","","Native",""
"Morocco","2020","May","% death","0.010342789598108746","","Visual Measure",""
"Morocco","2020","June","new_cases","4726","","Native",""
"Morocco","2020","June","new_deaths","23","","Native",""
"Morocco","2020","June","% death","0.004866694879390605","","Visual Measure",""
"Morocco","2020","July","new_cases","11789","","Native",""
"Morocco","2020","July","new_deaths","125","","Native",""
"Morocco","2020","July","% death","0.010603104589023667","","Visual Measure",""
"Morocco","2020","August","new_cases","38268","","Native",""
"Morocco","2020","August","new_deaths","788","","Native",""
"Morocco","2020","August","% death","0.02059161701682868","","Visual Measure",""
"Morocco","2020","September","new_cases","61063","","Native",""
"Morocco","2020","September","new_deaths","1053","","Native",""
"Morocco","2020","September","% death","0.017244485203805907","","Visual Measure",""
"Morocco","2020","October","new_cases","95431","","Native",""
"Morocco","2020","October","new_deaths","1501","","Native",""
"Morocco","2020","October","% death","0.01572864163636554","","Visual Measure",""
"Morocco","2020","November","new_cases","137252","","Native",""
"Morocco","2020","November","new_deaths","2151","","Native",""
"Morocco","2020","November","% death","0.015671902777373008","","Visual Measure",""
"Morocco","2020","December","new_cases","82857","","Native",""
"Morocco","2020","December","new_deaths","1542","","Native",""
"Morocco","2020","December","% death","0.018610376914442957","","Visual Measure",""
"Morocco","2021","January","new_cases","31964","","Native",""
"Morocco","2021","January","new_deaths","887","","Native",""
"Morocco","2021","January","% death","0.027749968714804153","","Visual Measure",""
"Morocco","2021","February","new_cases","12497","","Native",""
"Morocco","2021","February","new_deaths","348","","Native",""
"Morocco","2021","February","% death","0.027846683203968953","","Visual Measure",""
"Morocco","2021","March","new_cases","12443","","Native",""
"Morocco","2021","March","new_deaths","195","","Native",""
"Morocco","2021","March","% death","0.01567146186610946","","Visual Measure",""
"Morocco","2021","April","new_cases","11241","","Native",""
"Morocco","2021","April","new_deaths","151","","Native",""
"Morocco","2021","April","% death","0.013432968597099902","","Visual Measure",""
"United Arab Emirates","2020","January","new_cases","4","","Native",""
"United Arab Emirates","2020","January","new_deaths",,"","Native",""
"United Arab Emirates","2020","January","% death","0","","Visual Measure",""
"United Arab Emirates","2020","February","new_cases","17","","Native",""
"United Arab Emirates","2020","February","new_deaths",,"","Native",""
"United Arab Emirates","2020","February","% death","0","","Visual Measure",""
"United Arab Emirates","2020","March","new_cases","643","","Native",""
"United Arab Emirates","2020","March","new_deaths","6","","Native",""
"United Arab Emirates","2020","March","% death","0.00933125972006221","","Visual Measure",""
"United Arab Emirates","2020","April","new_cases","11817","","Native",""
"United Arab Emirates","2020","April","new_deaths","99","","Native",""
"United Arab Emirates","2020","April","% death","0.008377760853008377","","Visual Measure",""
"United Arab Emirates","2020","May","new_cases","22076","","Native",""
"United Arab Emirates","2020","May","new_deaths","159","","Native",""
"United Arab Emirates","2020","May","% death","0.007202391737633629","","Visual Measure",""
"United Arab Emirates","2020","June","new_cases","14110","","Native",""
"United Arab Emirates","2020","June","new_deaths","51","","Native",""
"United Arab Emirates","2020","June","% death","0.0036144578313253013","","Visual Measure",""
"United Arab Emirates","2020","July","new_cases","11839","","Native",""
"United Arab Emirates","2020","July","new_deaths","36","","Native",""
"United Arab Emirates","2020","July","% death","0.003040797364642284","","Visual Measure",""
"United Arab Emirates","2020","August","new_cases","9725","","Native",""
"United Arab Emirates","2020","August","new_deaths","33","","Native",""
"United Arab Emirates","2020","August","% death","0.0033933161953727505","","Visual Measure",""
"United Arab Emirates","2020","September","new_cases","23959","","Native",""
"United Arab Emirates","2020","September","new_deaths","35","","Native",""
"United Arab Emirates","2020","September","% death","0.0014608289160649443","","Visual Measure",""
"United Arab Emirates","2020","October","new_cases","38439","","Native",""
"United Arab Emirates","2020","October","new_deaths","76","","Native",""
"United Arab Emirates","2020","October","% death","0.0019771586149483597","","Visual Measure",""
"United Arab Emirates","2020","November","new_cases","36231","","Native",""
"United Arab Emirates","2020","November","new_deaths","77","","Native",""
"United Arab Emirates","2020","November","% death","0.00212525185614529","","Visual Measure",""
"United Arab Emirates","2020","December","new_cases","38962","","Native",""
"United Arab Emirates","2020","December","new_deaths","97","","Native",""
"United Arab Emirates","2020","December","% death","0.0024896052564036754","","Visual Measure",""
"United Arab Emirates","2021","January","new_cases","95787","","Native",""
"United Arab Emirates","2021","January","new_deaths","181","","Native",""
"United Arab Emirates","2021","January","% death","0.0018896092371616191","","Visual Measure",""
"United Arab Emirates","2021","February","new_cases","87915","","Native",""
"United Arab Emirates","2021","February","new_deaths","371","","Native",""
"United Arab Emirates","2021","February","% death","0.00421998521298982","","Visual Measure",""
"United Arab Emirates","2021","March","new_cases","69920","","Native",""
"United Arab Emirates","2021","March","new_deaths","276","","Native",""
"United Arab Emirates","2021","March","% death","0.003947368421052632","","Visual Measure",""
"United Arab Emirates","2021","April","new_cases","41347","","Native",""
"United Arab Emirates","2021","April","new_deaths","64","","Native",""
"United Arab Emirates","2021","April","% death","0.0015478752992962004","","Visual Measure",""
"Saudi Arabia","2020","January","new_cases",,"","Native",""
"Saudi Arabia","2020","January","new_deaths",,"","Native",""
"Saudi Arabia","2020","January","% death","","","Visual Measure",""
"Saudi Arabia","2020","February","new_cases",,"","Native",""
"Saudi Arabia","2020","February","new_deaths",,"","Native",""
"Saudi Arabia","2020","February","% death","","","Visual Measure",""
"Saudi Arabia","2020","March","new_cases","1563","","Native",""
"Saudi Arabia","2020","March","new_deaths","10","","Native",""
"Saudi Arabia","2020","March","% death","0.006397952655150352","","Visual Measure",""
"Saudi Arabia","2020","April","new_cases","21190","","Native",""
"Saudi Arabia","2020","April","new_deaths","152","","Native",""
"Saudi Arabia","2020","April","% death","0.007173194903256253","","Visual Measure",""
"Saudi Arabia","2020","May","new_cases","62508","","Native",""
"Saudi Arabia","2020","May","new_deaths","341","","Native",""
"Saudi Arabia","2020","May","% death","0.0054553017213796635","","Visual Measure",""
"Saudi Arabia","2020","June","new_cases","105562","","Native",""
"Saudi Arabia","2020","June","new_deaths","1146","","Native",""
"Saudi Arabia","2020","June","% death","0.010856179306947576","","Visual Measure",""
"Saudi Arabia","2020","July","new_cases","85082","","Native",""
"Saudi Arabia","2020","July","new_deaths","1217","","Native",""
"Saudi Arabia","2020","July","% death","0.014303848052467032","","Visual Measure",""
"Saudi Arabia","2020","August","new_cases","39867","","Native",""
"Saudi Arabia","2020","August","new_deaths","1031","","Native",""
"Saudi Arabia","2020","August","% death","0.025860987784383074","","Visual Measure",""
"Saudi Arabia","2020","September","new_cases","18833","","Native",""
"Saudi Arabia","2020","September","new_deaths","871","","Native",""
"Saudi Arabia","2020","September","% death","0.04624860617002071","","Visual Measure",""
"Saudi Arabia","2020","October","new_cases","12677","","Native",""
"Saudi Arabia","2020","October","new_deaths","634","","Native",""
"Saudi Arabia","2020","October","% death","0.05001183245247298","","Visual Measure",""
"Saudi Arabia","2020","November","new_cases","10078","","Native",""
"Saudi Arabia","2020","November","new_deaths","494","","Native",""
