location,Year,Month,Value Column Name,Value,Last Updated,Source,ir_comments
"Myanmar","2021","January","new_cases","15515","","Native",""
"Myanmar","2021","January","new_deaths","449","","Native",""
"Myanmar","2021","January","% death","0.028939735739606832","","Visual Measure",""
"Myanmar","2021","February","new_cases","1751","","Native",""
"Myanmar","2021","February","new_deaths","68","","Native",""
"Myanmar","2021","February","% death","0.038834951456310676","","Visual Measure",""
"Myanmar","2021","March","new_cases","538","","Native",""
"Myanmar","2021","March","new_deaths","7","","Native",""
"Myanmar","2021","March","% death","0.013011152416356878","","Visual Measure",""
"Myanmar","2021","April","new_cases","227","","Native",""
"Myanmar","2021","April","new_deaths","0","","Native",""
"Myanmar","2021","April","% death","0","","Visual Measure",""
"Albania","2020","January","new_cases",,"","Native",""
"Albania","2020","January","new_deaths",,"","Native",""
"Albania","2020","January","% death","","","Visual Measure",""
"Albania","2020","February","new_cases",,"","Native",""
"Albania","2020","February","new_deaths",,"","Native",""
"Albania","2020","February","% death","","","Visual Measure",""
"Albania","2020","March","new_cases","243","","Native",""
"Albania","2020","March","new_deaths","15","","Native",""
"Albania","2020","March","% death","0.06172839506172839","","Visual Measure",""
"Albania","2020","April","new_cases","530","","Native",""
"Albania","2020","April","new_deaths","16","","Native",""
"Albania","2020","April","% death","0.03018867924528302","","Visual Measure",""
"Albania","2020","May","new_cases","364","","Native",""
"Albania","2020","May","new_deaths","2","","Native",""
"Albania","2020","May","% death","0.005494505494505495","","Visual Measure",""
"Albania","2020","June","new_cases","1398","","Native",""
"Albania","2020","June","new_deaths","29","","Native",""
"Albania","2020","June","% death","0.02074391988555079","","Visual Measure",""
"Albania","2020","July","new_cases","2741","","Native",""
"Albania","2020","July","new_deaths","95","","Native",""
"Albania","2020","July","% death","0.03465888361911711","","Visual Measure",""
"Albania","2020","August","new_cases","4237","","Native",""
"Albania","2020","August","new_deaths","127","","Native",""
"Albania","2020","August","% death","0.029974038234599952","","Visual Measure",""
"Albania","2020","September","new_cases","4136","","Native",""
"Albania","2020","September","new_deaths","103","","Native",""
"Albania","2020","September","% death","0.024903288201160542","","Visual Measure",""
"Albania","2020","October","new_cases","7226","","Native",""
"Albania","2020","October","new_deaths","122","","Native",""
"Albania","2020","October","% death","0.0168834763354553","","Visual Measure",""
"Albania","2020","November","new_cases","17307","","Native",""
"Albania","2020","November","new_deaths","301","","Native",""
"Albania","2020","November","% death","0.017391806783382445","","Visual Measure",""
"Albania","2020","December","new_cases","20134","","Native",""
"Albania","2020","December","new_deaths","371","","Native",""
"Albania","2020","December","% death","0.018426542167477897","","Visual Measure",""
"Albania","2021","January","new_cases","19811","","Native",""
"Albania","2021","January","new_deaths","199","","Native",""
"Albania","2021","January","% death","0.010044924536873454","","Visual Measure",""
"Albania","2021","February","new_cases","29040","","Native",""
"Albania","2021","February","new_deaths","416","","Native",""
"Albania","2021","February","% death","0.014325068870523415","","Visual Measure",""
"Albania","2021","March","new_cases","17990","","Native",""
"Albania","2021","March","new_deaths","439","","Native",""
"Albania","2021","March","% death","0.024402445803224013","","Visual Measure",""
"Albania","2021","April","new_cases","4823","","Native",""
"Albania","2021","April","new_deaths","123","","Native",""
"Albania","2021","April","% death","0.02550279908770475","","Visual Measure",""
"Algeria","2020","January","new_cases",,"","Native",""
"Algeria","2020","January","new_deaths",,"","Native",""
"Algeria","2020","January","% death","","","Visual Measure",""
"Algeria","2020","February","new_cases","1","","Native",""
"Algeria","2020","February","new_deaths",,"","Native",""
"Algeria","2020","February","% death","0","","Visual Measure",""
"Algeria","2020","March","new_cases","715","","Native",""
"Algeria","2020","March","new_deaths","44","","Native",""
"Algeria","2020","March","% death","0.06153846153846154","","Visual Measure",""
"Algeria","2020","April","new_cases","3290","","Native",""
"Algeria","2020","April","new_deaths","406","","Native",""
"Algeria","2020","April","% death","0.12340425531914893","","Visual Measure",""
"Algeria","2020","May","new_cases","5388","","Native",""
"Algeria","2020","May","new_deaths","203","","Native",""
"Algeria","2020","May","% death","0.03767631774313289","","Visual Measure",""
"Algeria","2020","June","new_cases","4513","","Native",""
"Algeria","2020","June","new_deaths","259","","Native",""
"Algeria","2020","June","% death","0.0573897629071571","","Visual Measure",""
"Algeria","2020","July","new_cases","16487","","Native",""
"Algeria","2020","July","new_deaths","298","","Native",""
"Algeria","2020","July","% death","0.018074846849032572","","Visual Measure",""
"Algeria","2020","August","new_cases","14100","","Native",""
"Algeria","2020","August","new_deaths","300","","Native",""
"Algeria","2020","August","% death","0.02127659574468085","","Visual Measure",""
"Algeria","2020","September","new_cases","7036","","Native",""
"Algeria","2020","September","new_deaths","226","","Native",""
"Algeria","2020","September","% death","0.03212052302444571","","Visual Measure",""
"Algeria","2020","October","new_cases","6412","","Native",""
"Algeria","2020","October","new_deaths","228","","Native",""
"Algeria","2020","October","% death","0.035558328134747345","","Visual Measure",""
"Algeria","2020","November","new_cases","25257","","Native",""
"Algeria","2020","November","new_deaths","467","","Native",""
"Algeria","2020","November","% death","0.018489923585540642","","Visual Measure",""
"Algeria","2020","December","new_cases","16411","","Native",""
"Algeria","2020","December","new_deaths","325","","Native",""
"Algeria","2020","December","% death","0.019803790140759246","","Visual Measure",""
"Algeria","2021","January","new_cases","7729","","Native",""
"Algeria","2021","January","new_deaths","135","","Native",""
"Algeria","2021","January","% death","0.01746668391771251","","Visual Measure",""
"Algeria","2021","February","new_cases","5753","","Native",""
"Algeria","2021","February","new_deaths","92","","Native",""
"Algeria","2021","February","% death","0.015991656527029375","","Visual Measure",""
"Algeria","2021","March","new_cases","4100","","Native",""
"Algeria","2021","March","new_deaths","110","","Native",""
"Algeria","2021","March","% death","0.026829268292682926","","Visual Measure",""
"Algeria","2021","April","new_cases","2982","","Native",""
"Algeria","2021","April","new_deaths","79","","Native",""
"Algeria","2021","April","% death","0.02649228705566734","","Visual Measure",""
"Estonia","2020","January","new_cases",,"","Native",""
"Estonia","2020","January","new_deaths",,"","Native",""
"Estonia","2020","January","% death","","","Visual Measure",""
"Estonia","2020","February","new_cases","1","","Native",""
"Estonia","2020","February","new_deaths",,"","Native",""
"Estonia","2020","February","% death","0","","Visual Measure",""
"Estonia","2020","March","new_cases","744","","Native",""
"Estonia","2020","March","new_deaths","4","","Native",""
"Estonia","2020","March","% death","0.005376344086021506","","Visual Measure",""
"Estonia","2020","April","new_cases","944","","Native",""
"Estonia","2020","April","new_deaths","48","","Native",""
"Estonia","2020","April","% death","0.05084745762711865","","Visual Measure",""
"Estonia","2020","May","new_cases","180","","Native",""
"Estonia","2020","May","new_deaths","16","","Native",""
"Estonia","2020","May","% death","0.08888888888888889","","Visual Measure",""
"Estonia","2020","June","new_cases","120","","Native",""
"Estonia","2020","June","new_deaths","1","","Native",""
"Estonia","2020","June","% death","0.008333333333333333","","Visual Measure",""
"Estonia","2020","July","new_cases","75","","Native",""
"Estonia","2020","July","new_deaths","0","","Native",""
"Estonia","2020","July","% death","0","","Visual Measure",""
"Estonia","2020","August","new_cases","311","","Native",""
"Estonia","2020","August","new_deaths","-5","","Native",""
"Estonia","2020","August","% death","-0.01607717041800643","","Visual Measure",""
"Estonia","2020","September","new_cases","996","","Native",""
"Estonia","2020","September","new_deaths","0","","Native",""
"Estonia","2020","September","% death","0","","Visual Measure",""
"Estonia","2020","October","new_cases","1534","","Native",""
"Estonia","2020","October","new_deaths","9","","Native",""
"Estonia","2020","October","% death","0.005867014341590613","","Visual Measure",""
"Estonia","2020","November","new_cases","7403","","Native",""
"Estonia","2020","November","new_deaths","45","","Native",""
"Estonia","2020","November","% death","0.006078616776982304","","Visual Measure",""
"Estonia","2020","December","new_cases","15682","","Native",""
"Estonia","2020","December","new_deaths","111","","Native",""
"Estonia","2020","December","% death","0.0070781788037240145","","Visual Measure",""
"Estonia","2021","January","new_cases","16218","","Native",""
"Estonia","2021","January","new_deaths","190","","Native",""
"Estonia","2021","January","% death","0.011715377975089408","","Visual Measure",""
"Estonia","2021","February","new_cases","21392","","Native",""
"Estonia","2021","February","new_deaths","170","","Native",""
"Estonia","2021","February","% death","0.007946896035901272","","Visual Measure",""
"Estonia","2021","March","new_cases","40824","","Native",""
"Estonia","2021","March","new_deaths","313","","Native",""
"Estonia","2021","March","% death","0.007667058592984519","","Visual Measure",""
"Estonia","2021","April","new_cases","12365","","Native",""
"Estonia","2021","April","new_deaths","207","","Native",""
"Estonia","2021","April","% death","0.016740800646987464","","Visual Measure",""
"South Korea","2020","January","new_cases","10","","Native",""
"South Korea","2020","January","new_deaths",,"","Native",""
"South Korea","2020","January","% death","0","","Visual Measure",""
"South Korea","2020","February","new_cases","3139","","Native",""
"South Korea","2020","February","new_deaths","16","","Native",""
"South Korea","2020","February","% death","0.005097164702134438","","Visual Measure",""
"South Korea","2020","March","new_cases","6636","","Native",""
"South Korea","2020","March","new_deaths","146","","Native",""
"South Korea","2020","March","% death","0.022001205545509342","","Visual Measure",""
"South Korea","2020","April","new_cases","988","","Native",""
"South Korea","2020","April","new_deaths","86","","Native",""
"South Korea","2020","April","% death","0.08704453441295547","","Visual Measure",""
"South Korea","2020","May","new_cases","729","","Native",""
"South Korea","2020","May","new_deaths","23","","Native",""
"South Korea","2020","May","% death","0.03155006858710562","","Visual Measure",""
"South Korea","2020","June","new_cases","1347","","Native",""
"South Korea","2020","June","new_deaths","11","","Native",""
"South Korea","2020","June","% death","0.008166295471417966","","Visual Measure",""
"South Korea","2020","July","new_cases","1486","","Native",""
"South Korea","2020","July","new_deaths","19","","Native",""
"South Korea","2020","July","% death","0.01278600269179004","","Visual Measure",""
"South Korea","2020","August","new_cases","5846","","Native",""
"South Korea","2020","August","new_deaths","23","","Native",""
"South Korea","2020","August","% death","0.00393431406089634","","Visual Measure",""
"South Korea","2020","September","new_cases","3707","","Native",""
"South Korea","2020","September","new_deaths","91","","Native",""
"South Korea","2020","September","% death","0.024548152144591315","","Visual Measure",""
"South Korea","2020","October","new_cases","2746","","Native",""
"South Korea","2020","October","new_deaths","51","","Native",""
"South Korea","2020","October","% death","0.018572469045884922","","Visual Measure",""
"South Korea","2020","November","new_cases","8017","","Native",""
"South Korea","2020","November","new_deaths","60","","Native",""
"South Korea","2020","November","% death","0.007484096295372334","","Visual Measure",""
"South Korea","2020","December","new_cases","27117","","Native",""
"South Korea","2020","December","new_deaths","391","","Native",""
"South Korea","2020","December","% death","0.01441899915182358","","Visual Measure",""
"South Korea","2021","January","new_cases","16739","","Native",""
"South Korea","2021","January","new_deaths","508","","Native",""
"South Korea","2021","January","% death","0.03034828842822152","","Visual Measure",""
"South Korea","2021","February","new_cases","11523","","Native",""
"South Korea","2021","February","new_deaths","180","","Native",""
"South Korea","2021","February","% death","0.015620932048945588","","Visual Measure",""
"South Korea","2021","March","new_cases","13608","","Native",""
"South Korea","2021","March","new_deaths","130","","Native",""
"South Korea","2021","March","% death","0.009553203997648443","","Visual Measure",""
"South Korea","2021","April","new_cases","13022","","Native",""
"South Korea","2021","April","new_deaths","73","","Native",""
"South Korea","2021","April","% death","0.005605897711565044","","Visual Measure",""
"Latvia","2020","January","new_cases",,"","Native",""
"Latvia","2020","January","new_deaths",,"","Native",""
"Latvia","2020","January","% death","","","Visual Measure",""
"Latvia","2020","February","new_cases",,"","Native",""
"Latvia","2020","February","new_deaths",,"","Native",""
"Latvia","2020","February","% death","","","Visual Measure",""
"Latvia","2020","March","new_cases","398","","Native",""
"Latvia","2020","March","new_deaths",,"","Native",""
"Latvia","2020","March","% death","0","","Visual Measure",""
"Latvia","2020","April","new_cases","460","","Native",""
"Latvia","2020","April","new_deaths","15","","Native",""
"Latvia","2020","April","% death","0.03260869565217391","","Visual Measure",""
"Latvia","2020","May","new_cases","208","","Native",""
"Latvia","2020","May","new_deaths","9","","Native",""
"Latvia","2020","May","% death","0.04326923076923077","","Visual Measure",""
"Latvia","2020","June","new_cases","52","","Native",""
"Latvia","2020","June","new_deaths","6","","Native",""
"Latvia","2020","June","% death","0.11538461538461539","","Visual Measure",""
"Latvia","2020","July","new_cases","113","","Native",""
"Latvia","2020","July","new_deaths","2","","Native",""
"Latvia","2020","July","% death","0.017699115044247787","","Visual Measure",""
"Latvia","2020","August","new_cases","165","","Native",""
"Latvia","2020","August","new_deaths","2","","Native",""
"Latvia","2020","August","% death","0.012121212121212121","","Visual Measure",""
"Latvia","2020","September","new_cases","428","","Native",""
"Latvia","2020","September","new_deaths","3","","Native",""
"Latvia","2020","September","% death","0.007009345794392523","","Visual Measure",""
"Latvia","2020","October","new_cases","4070","","Native",""
"Latvia","2020","October","new_deaths","34","","Native",""
"Latvia","2020","October","% death","0.008353808353808353","","Visual Measure",""
"Latvia","2020","November","new_cases","11181","","Native",""
"Latvia","2020","November","new_deaths","135","","Native",""
"Latvia","2020","November","% death","0.012074054199087738","","Visual Measure",""
"Latvia","2020","December","new_cases","23829","","Native",""
"Latvia","2020","December","new_deaths","429","","Native",""
"Latvia","2020","December","% death","0.01800327332242226","","Visual Measure",""
"Latvia","2021","January","new_cases","25337","","Native",""
"Latvia","2021","January","new_deaths","560","","Native",""
"Latvia","2021","January","% death","0.02210206417492205","","Visual Measure",""
"Latvia","2021","February","new_cases","19945","","Native",""
"Latvia","2021","February","new_deaths","423","","Native",""
"Latvia","2021","February","% death","0.02120832288794184","","Visual Measure",""
"Latvia","2021","March","new_cases","16177","","Native",""
"Latvia","2021","March","new_deaths","281","","Native",""
"Latvia","2021","March","% death","0.017370340607034677","","Visual Measure",""
"Latvia","2021","April","new_cases","10620","","Native",""
"Latvia","2021","April","new_deaths","180","","Native",""
"Latvia","2021","April","% death","0.01694915254237288","","Visual Measure",""
"Norway","2020","January","new_cases",,"","Native",""
"Norway","2020","January","new_deaths",,"","Native",""
"Norway","2020","January","% death","","","Visual Measure",""
"Norway","2020","February","new_cases","15","","Native",""
"Norway","2020","February","new_deaths",,"","Native",""
"Norway","2020","February","% death","0","","Visual Measure",""
"Norway","2020","March","new_cases","4626","","Native",""
"Norway","2020","March","new_deaths","39","","Native",""
"Norway","2020","March","% death","0.008430609597924773","","Visual Measure",""
"Norway","2020","April","new_cases","3097","","Native",""
"Norway","2020","April","new_deaths","171","","Native",""
"Norway","2020","April","% death","0.05521472392638037","","Visual Measure",""
"Norway","2020","May","new_cases","702","","Native",""
"Norway","2020","May","new_deaths","26","","Native",""
"Norway","2020","May","% death","0.037037037037037035","","Visual Measure",""
"Norway","2020","June","new_cases","439","","Native",""
"Norway","2020","June","new_deaths","14","","Native",""
"Norway","2020","June","% death","0.03189066059225513","","Visual Measure",""
"Norway","2020","July","new_cases","361","","Native",""
"Norway","2020","July","new_deaths","5","","Native",""
"Norway","2020","July","% death","0.013850415512465374","","Visual Measure",""
"Norway","2020","August","new_cases","1542","","Native",""
"Norway","2020","August","new_deaths","9","","Native",""
"Norway","2020","August","% death","0.005836575875486381","","Visual Measure",""
"Norway","2020","September","new_cases","3245","","Native",""
"Norway","2020","September","new_deaths","10","","Native",""
"Norway","2020","September","% death","0.0030816640986132513","","Visual Measure",""
"Norway","2020","October","new_cases","6304","","Native",""
"Norway","2020","October","new_deaths","8","","Native",""
"Norway","2020","October","% death","0.0012690355329949238","","Visual Measure",""
"Norway","2020","November","new_cases","15819","","Native",""
"Norway","2020","November","new_deaths","50","","Native",""
"Norway","2020","November","% death","0.0031607560528478414","","Visual Measure",""
"Norway","2020","December","new_cases","13417","","Native",""
"Norway","2020","December","new_deaths","104","","Native",""
"Norway","2020","December","% death","0.007751360214653052","","Visual Measure",""
"Norway","2021","January","new_cases","13399","","Native",""
"Norway","2021","January","new_deaths","128","","Native",""
"Norway","2021","January","% death","0.00955295171281439","","Visual Measure",""
"Norway","2021","February","new_cases","8040","","Native",""
"Norway","2021","February","new_deaths","58","","Native",""
"Norway","2021","February","% death","0.007213930348258706","","Visual Measure",""
"Norway","2021","March","new_cases","25073","","Native",""
"Norway","2021","March","new_deaths","51","","Native",""
"Norway","2021","March","% death","0.002034060543213816","","Visual Measure",""
"Norway","2021","April","new_cases","13058","","Native",""
"Norway","2021","April","new_deaths","61","","Native",""
"Norway","2021","April","% death","0.004671465768111503","","Visual Measure",""
"China","2020","January","new_cases","9254","","Native",""
"China","2020","January","new_deaths","196","","Native",""
"China","2020","January","% death","0.02118003025718608","","Visual Measure",""
"China","2020","February","new_cases","69554","","Native",""
"China","2020","February","new_deaths","2624","","Native",""
"China","2020","February","% death","0.03772608333093711","","Visual Measure",""
"China","2020","March","new_cases","2923","","Native",""
"China","2020","March","new_deaths","472","","Native",""
"China","2020","March","% death","0.16147793362983237","","Visual Measure",""
"China","2020","April","new_cases","1677","","Native",""
"China","2020","April","new_deaths","1328","","Native",""
"China","2020","April","% death","0.7918902802623733","","Visual Measure",""
"China","2020","May","new_cases","190","","Native",""
"China","2020","May","new_deaths","1","","Native",""
"China","2020","May","% death","0.005263157894736842","","Visual Measure",""
"China","2020","June","new_cases","639","","Native",""
"China","2020","June","new_deaths","3","","Native",""
"China","2020","June","% death","0.004694835680751174","","Visual Measure",""
"China","2020","July","new_cases","2870","","Native",""
"China","2020","July","new_deaths","20","","Native",""
"China","2020","July","% death","0.006968641114982578","","Visual Measure",""
"China","2020","August","new_cases","2259","","Native",""
"China","2020","August","new_deaths","62","","Native",""
"China","2020","August","% death","0.027445772465692783","","Visual Measure",""
"China","2020","September","new_cases","631","","Native",""
"China","2020","September","new_deaths","16","","Native",""
"China","2020","September","% death","0.025356576862123614","","Visual Measure",""
"China","2020","October","new_cases","821","","Native",""
"China","2020","October","new_deaths","0","","Native",""
"China","2020","October","% death","0","","Visual Measure",""
"China","2020","November","new_cases","1536","","Native",""
"China","2020","November","new_deaths","4","","Native",""
"China","2020","November","% death","0.0026041666666666665","","Visual Measure",""
"China","2020","December","new_cases","3061","","Native",""
"China","2020","December","new_deaths","39","","Native",""
"China","2020","December","% death","0.01274093433518458","","Visual Measure",""
"China","2021","January","new_cases","4100","","Native",""
"China","2021","January","new_deaths","35","","Native",""
"China","2021","January","% death","0.00853658536585366","","Visual Measure",""
"China","2021","February","new_cases","902","","Native",""
"China","2021","February","new_deaths","18","","Native",""
"China","2021","February","% death","0.019955654101995565","","Visual Measure",""
"China","2021","March","new_cases","767","","Native",""
"China","2021","March","new_deaths","6","","Native",""
"China","2021","March","% death","0.007822685788787484","","Visual Measure",""
"China","2021","April","new_cases","568","","Native",""
"China","2021","April","new_deaths","4","","Native",""
"China","2021","April","% death","0.007042253521126761","","Visual Measure",""
"Sri Lanka","2020","January","new_cases","1","","Native",""
"Sri Lanka","2020","January","new_deaths",,"","Native",""
"Sri Lanka","2020","January","% death","0","","Visual Measure",""
"Sri Lanka","2020","February","new_cases","0","","Native",""
"Sri Lanka","2020","February","new_deaths",,"","Native",""
"Sri Lanka","2020","February","% death","","","Visual Measure",""
"Sri Lanka","2020","March","new_cases","142","","Native",""
"Sri Lanka","2020","March","new_deaths","2","","Native",""
"Sri Lanka","2020","March","% death","0.014084507042253521","","Visual Measure",""
"Sri Lanka","2020","April","new_cases","520","","Native",""
"Sri Lanka","2020","April","new_deaths","5","","Native",""
"Sri Lanka","2020","April","% death","0.009615384615384616","","Visual Measure",""
"Sri Lanka","2020","May","new_cases","970","","Native",""
"Sri Lanka","2020","May","new_deaths","3","","Native",""
"Sri Lanka","2020","May","% death","0.003092783505154639","","Visual Measure",""
"Sri Lanka","2020","June","new_cases","414","","Native",""
"Sri Lanka","2020","June","new_deaths","1","","Native",""
"Sri Lanka","2020","June","% death","0.0024154589371980675","","Visual Measure",""
"Sri Lanka","2020","July","new_cases","768","","Native",""
"Sri Lanka","2020","July","new_deaths","0","","Native",""
"Sri Lanka","2020","July","% death","0","","Visual Measure",""
"Sri Lanka","2020","August","new_cases","234","","Native",""
"Sri Lanka","2020","August","new_deaths","1","","Native",""
"Sri Lanka","2020","August","% death","0.004273504273504274","","Visual Measure",""
"Sri Lanka","2020","September","new_cases","331","","Native",""
"Sri Lanka","2020","September","new_deaths","1","","Native",""
"Sri Lanka","2020","September","% death","0.0030211480362537764","","Visual Measure",""
"Sri Lanka","2020","October","new_cases","7283","","Native",""
"Sri Lanka","2020","October","new_deaths","7","","Native",""
"Sri Lanka","2020","October","% death","0.0009611423863792394","","Visual Measure",""
"Sri Lanka","2020","November","new_cases","13324","","Native",""
"Sri Lanka","2020","November","new_deaths","98","","Native",""
"Sri Lanka","2020","November","% death","0.007355148604022816","","Visual Measure",""
"Sri Lanka","2020","December","new_cases","19312","","Native",""
"Sri Lanka","2020","December","new_deaths","86","","Native",""
"Sri Lanka","2020","December","% death","0.004453189726594863","","Visual Measure",""
"Sri Lanka","2021","January","new_cases","20858","","Native",""
"Sri Lanka","2021","January","new_deaths","112","","Native",""
"Sri Lanka","2021","January","% death","0.005369642343465337","","Visual Measure",""
"Sri Lanka","2021","February","new_cases","18937","","Native",""
"Sri Lanka","2021","February","new_deaths","148","","Native",""
"Sri Lanka","2021","February","% death","0.00781538786502614","","Visual Measure",""
"Sri Lanka","2021","March","new_cases","9612","","Native",""
"Sri Lanka","2021","March","new_deaths","104","","Native",""
"Sri Lanka","2021","March","% death","0.010819808572617561","","Visual Measure",""
"Sri Lanka","2021","April","new_cases","5344","","Native",""
"Sri Lanka","2021","April","new_deaths","62","","Native",""
"Sri Lanka","2021","April","% death","0.011601796407185628","","Visual Measure",""
"Cuba","2020","January","new_cases",,"","Native",""
"Cuba","2020","January","new_deaths",,"","Native",""
"Cuba","2020","January","% death","","","Visual Measure",""
"Cuba","2020","February","new_cases",,"","Native",""
"Cuba","2020","February","new_deaths",,"","Native",""
"Cuba","2020","February","% death","","","Visual Measure",""
"Cuba","2020","March","new_cases","186","","Native",""
"Cuba","2020","March","new_deaths","6","","Native",""
"Cuba","2020","March","% death","0.03225806451612903","","Visual Measure",""
"Cuba","2020","April","new_cases","1315","","Native",""
"Cuba","2020","April","new_deaths","55","","Native",""
"Cuba","2020","April","% death","0.04182509505703422","","Visual Measure",""
"Cuba","2020","May","new_cases","544","","Native",""
"Cuba","2020","May","new_deaths","22","","Native",""
"Cuba","2020","May","% death","0.04044117647058824","","Visual Measure",""
"Cuba","2020","June","new_cases","296","","Native",""
"Cuba","2020","June","new_deaths","3","","Native",""
"Cuba","2020","June","% death","0.010135135135135136","","Visual Measure",""
"Cuba","2020","July","new_cases","267","","Native",""
"Cuba","2020","July","new_deaths","1","","Native",""
"Cuba","2020","July","% death","0.003745318352059925","","Visual Measure",""
"Cuba","2020","August","new_cases","1424","","Native",""
"Cuba","2020","August","new_deaths","7","","Native",""
"Cuba","2020","August","% death","0.0049157303370786515","","Visual Measure",""
"Cuba","2020","September","new_cases","1565","","Native",""
"Cuba","2020","September","new_deaths","28","","Native",""
"Cuba","2020","September","% death","0.017891373801916934","","Visual Measure",""
"Cuba","2020","October","new_cases","1290","","Native",""
"Cuba","2020","October","new_deaths","6","","Native",""
"Cuba","2020","October","% death","0.004651162790697674","","Visual Measure",""
"Cuba","2020","November","new_cases","1397","","Native",""
"Cuba","2020","November","new_deaths","7","","Native",""
"Cuba","2020","November","% death","0.005010737294201861","","Visual Measure",""
"Cuba","2020","December","new_cases","3579","","Native",""
"Cuba","2020","December","new_deaths","11","","Native",""
"Cuba","2020","December","% death","0.003073484213467449","","Visual Measure",""
"Cuba","2021","January","new_cases","14823","","Native",""
"Cuba","2021","January","new_deaths","68","","Native",""
"Cuba","2021","January","% death","0.004587465425352493","","Visual Measure",""
"Cuba","2021","February","new_cases","23093","","Native",""
"Cuba","2021","February","new_deaths","108","","Native",""
"Cuba","2021","February","% death","0.004676741869830685","","Visual Measure",""
"Cuba","2021","March","new_cases","25484","","Native",""
"Cuba","2021","March","new_deaths","102","","Native",""
"Cuba","2021","March","% death","0.004002511379689217","","Visual Measure",""
"Cuba","2021","April","new_cases","21497","","Native",""
"Cuba","2021","April","new_deaths","123","","Native",""
"Cuba","2021","April","% death","0.005721728613294878","","Visual Measure",""
"Montenegro","2020","January","new_cases",,"","Native",""
"Montenegro","2020","January","new_deaths",,"","Native",""
"Montenegro","2020","January","% death","","","Visual Measure",""
"Montenegro","2020","February","new_cases",,"","Native",""
"Montenegro","2020","February","new_deaths",,"","Native",""
"Montenegro","2020","February","% death","","","Visual Measure",""
"Montenegro","2020","March","new_cases","109","","Native",""
"Montenegro","2020","March","new_deaths","2","","Native",""
"Montenegro","2020","March","% death","0.01834862385321101","","Visual Measure",""
"Montenegro","2020","April","new_cases","213","","Native",""
"Montenegro","2020","April","new_deaths","5","","Native",""
"Montenegro","2020","April","% death","0.023474178403755867","","Visual Measure",""
"Montenegro","2020","May","new_cases","2","","Native",""
"Montenegro","2020","May","new_deaths","2","","Native",""
"Montenegro","2020","May","% death","1","","Visual Measure",""
"Montenegro","2020","June","new_cases","224","","Native",""
"Montenegro","2020","June","new_deaths","3","","Native",""
"Montenegro","2020","June","% death","0.013392857142857142","","Visual Measure",""
"Montenegro","2020","July","new_cases","2525","","Native",""
"Montenegro","2020","July","new_deaths","36","","Native",""
"Montenegro","2020","July","% death","0.014257425742574258","","Visual Measure",""
"Montenegro","2020","August","new_cases","1762","","Native",""
"Montenegro","2020","August","new_deaths","52","","Native",""
"Montenegro","2020","August","% death","0.029511918274687854","","Visual Measure",""
"Montenegro","2020","September","new_cases","5937","","Native",""
"Montenegro","2020","September","new_deaths","69","","Native",""
"Montenegro","2020","September","% death","0.011622031328954016","","Visual Measure",""
"Montenegro","2020","October","new_cases","7569","","Native",""
"Montenegro","2020","October","new_deaths","132","","Native",""
"Montenegro","2020","October","% death","0.01743955608402695","","Visual Measure",""
"Montenegro","2020","November","new_cases","16924","","Native",""
"Montenegro","2020","November","new_deaths","198","","Native",""
"Montenegro","2020","November","% death","0.011699361852989837","","Visual Measure",""
"Montenegro","2020","December","new_cases","12982","","Native",""
"Montenegro","2020","December","new_deaths","183","","Native",""
"Montenegro","2020","December","% death","0.014096441226313356","","Visual Measure",""
"Montenegro","2021","January","new_cases","13412","","Native",""
"Montenegro","2021","January","new_deaths","123","","Native",""
"Montenegro","2021","January","% death","0.009170891738741426","","Visual Measure",""
"Montenegro","2021","February","new_cases","14175","","Native",""
"Montenegro","2021","February","new_deaths","198","","Native",""
"Montenegro","2021","February","% death","0.013968253968253968","","Visual Measure",""
"Montenegro","2021","March","new_cases","15384","","Native",""
"Montenegro","2021","March","new_deaths","271","","Native",""
"Montenegro","2021","March","% death","0.01761570462818513","","Visual Measure",""
"Montenegro","2021","April","new_cases","4830","","Native",""
"Montenegro","2021","April","new_deaths","170","","Native",""
"Montenegro","2021","April","% death","0.035196687370600416","","Visual Measure",""
"Kyrgyzstan","2020","January","new_cases",,"","Native",""
"Kyrgyzstan","2020","January","new_deaths",,"","Native",""
"Kyrgyzstan","2020","January","% death","","","Visual Measure",""
"Kyrgyzstan","2020","February","new_cases",,"","Native",""
"Kyrgyzstan","2020","February","new_deaths",,"","Native",""
"Kyrgyzstan","2020","February","% death","","","Visual Measure",""
"Kyrgyzstan","2020","March","new_cases","107","","Native",""
"Kyrgyzstan","2020","March","new_deaths",,"","Native",""
"Kyrgyzstan","2020","March","% death","0","","Visual Measure",""
"Kyrgyzstan","2020","April","new_cases","639","","Native",""
"Kyrgyzstan","2020","April","new_deaths","8","","Native",""
"Kyrgyzstan","2020","April","% death","0.012519561815336464","","Visual Measure",""
"Kyrgyzstan","2020","May","new_cases","1002","","Native",""
"Kyrgyzstan","2020","May","new_deaths","8","","Native",""
"Kyrgyzstan","2020","May","% death","0.007984031936127744","","Visual Measure",""
"Kyrgyzstan","2020","June","new_cases","3758","","Native",""
"Kyrgyzstan","2020","June","new_deaths","45","","Native",""
"Kyrgyzstan","2020","June","% death","0.011974454497072911","","Visual Measure",""
"Kyrgyzstan","2020","July","new_cases","30299","","Native",""
"Kyrgyzstan","2020","July","new_deaths","1317","","Native",""
